"Chr","KRAB_ZNFs","TEs","distance","pos_or_neg"
"1071","7","ZNF746","AluSq2",13406786,"neg"
"1072","7","ZNF746","AluSq2",13399227,"neg"
"1073","7","ZNF746","AluSq2",13394298,"neg"
"1074","7","ZNF746","AluSq2",13340323,"neg"
"1075","7","ZNF746","AluSq2",13332542,"neg"
"1076","7","ZNF746","LTR88c",13136498,"neg"
"1077","7","ZNF746","LTR88c",13136077,"neg"
"1078","7","ZNF746","AluSq2",13123532,"neg"
"1079","7","ZNF746","AluSq2",12945595,"neg"
"1080","7","ZNF746","AluSq2",12915919,"neg"
"1081","7","ZNF746","UCON5",135531120,"neg"
"1082","7","ZNF746","AluSq2",12668206,"neg"
"1083","7","ZNF746","AluSq2",12352900,"neg"
"1084","7","ZNF746","AluSq2",12038395,"neg"
"1085","7","ZNF746","AluSq2",12034403,"neg"
"1086","7","ZNF746","AluSq2",11955088,"neg"
"1087","7","ZNF746","AluSq2",11917856,"neg"
"1088","7","ZNF746","AluSq2",11911435,"neg"
"1089","7","ZNF746","AluSq2",11784214,"neg"
"1090","7","ZNF746","AluSq2",147795146,"neg"
"1091","7","ZNF746","AluSq2",11524073,"neg"
"1092","7","ZNF746","AluSq2",11450912,"neg"
"1093","7","ZNF746","HERV16-int",11404979,"neg"
"1094","7","ZNF746","HERV16-int",11404688,"neg"
"1095","7","ZNF746","HERV16-int",11404338,"neg"
"1096","7","ZNF746","HERV16-int",11403682,"neg"
"1097","7","ZNF746","AluSq2",11380441,"neg"
"1098","7","ZNF746","AluSq2",11374367,"neg"
"1099","7","ZNF746","AluSq2",11360574,"neg"
"1100","7","ZNF746","AluSq2",11344686,"neg"
"1101","7","ZNF746","AluSq2",11325054,"neg"
"1102","7","ZNF746","AluSq2",11312315,"neg"
"1103","7","ZNF746","MER9B",11301295,"neg"
"1104","7","ZNF746","AluSq2",11290436,"neg"
"1105","7","ZNF746","AluSq2",11288979,"neg"
"1106","7","ZNF746","AluSq2",11282407,"neg"
"1107","7","ZNF746","MER130",135380396,"neg"
"1108","7","ZNF746","AluSq2",11250282,"neg"
"1109","7","ZNF746","AluSq2",11242257,"neg"
"1110","7","ZNF746","AluSq2",11219782,"neg"
"1111","7","ZNF746","AluSq2",11205394,"neg"
"1112","7","ZNF746","AluSq2",11191094,"neg"
"1113","7","ZNF746","AluSq2",11184098,"neg"
"1114","7","ZNF746","AluSq2",11159151,"neg"
"1115","7","ZNF746","MER67B",11131657,"neg"
"1116","7","ZNF746","AluSq2",11129984,"neg"
"1117","7","ZNF746","AluSq2",11114251,"neg"
"1118","7","ZNF746","AluSq2",11111660,"neg"
"1119","7","ZNF746","AluSq2",11107928,"neg"
"1120","7","ZNF746","AluSq2",11099026,"neg"
"1121","7","ZNF746","AluSq2",11071712,"neg"
"1122","7","ZNF746","AluSq2",11048179,"neg"
"1123","7","ZNF746","AluSq2",11030120,"neg"
"1124","7","ZNF746","AluSq2",11005024,"neg"
"1125","7","ZNF746","AluSq2",10990857,"neg"
"1126","7","ZNF746","AluSq2",10977518,"neg"
"1127","7","ZNF746","AluSq2",10973551,"neg"
"1128","7","ZNF746","AluSq2",10902411,"neg"
"1129","7","ZNF746","AluSq2",10896117,"neg"
"1130","7","ZNF746","AluSq2",10843452,"neg"
"1131","7","ZNF746","AluSq2",10837738,"neg"
"1132","7","ZNF746","AluSq2",10832216,"neg"
"1133","7","ZNF746","AluSq2",10829618,"neg"
"1134","7","ZNF746","AluSq2",10813493,"neg"
"1135","7","ZNF746","AluSq2",10802143,"neg"
"1136","7","ZNF746","AluSq2",10793300,"neg"
"1137","7","ZNF746","AluSq2",10792951,"neg"
"1138","7","ZNF746","AluSq2",10790102,"neg"
"1139","7","ZNF746","AluSq2",10788421,"neg"
"1140","7","ZNF746","AluSq2",10785807,"neg"
"1141","7","ZNF746","AluSq2",10777438,"neg"
"1142","7","ZNF746","AluSq2",10774652,"neg"
"1143","7","ZNF746","AluSq2",10759328,"neg"
"1144","7","ZNF746","AluSq2",10744401,"neg"
"1145","7","ZNF746","AluSq2",10724673,"neg"
"1146","7","ZNF746","AluSq2",10715532,"neg"
"1147","7","ZNF746","AluSq2",10707508,"neg"
"1148","7","ZNF746","ORSL-2a",10689500,"neg"
"1149","7","ZNF746","ORSL-2a",10689062,"neg"
"1150","7","ZNF746","AluSq2",10660644,"neg"
"1151","7","ZNF746","AluSq2",10622189,"neg"
"1152","7","ZNF746","AluSq2",10472403,"neg"
"1153","7","ZNF746","AluSq2",10468555,"neg"
"1154","7","ZNF746","AluSq2",10464518,"neg"
"1155","7","ZNF746","AluSq2",10459676,"neg"
"1156","7","ZNF746","AluSq2",10414145,"neg"
"1157","7","ZNF746","AluSq2",10411811,"neg"
"1158","7","ZNF746","AluSq2",10394919,"neg"
"1159","7","ZNF746","AluSq2",10371187,"neg"
"1160","7","ZNF746","AluSq2",10348915,"neg"
"1161","7","ZNF746","AluSq2",135283793,"neg"
"1162","7","ZNF746","AluSq2",10310090,"neg"
"1163","7","ZNF746","AluSq2",10286821,"neg"
"1164","7","ZNF746","AluSq2",10275579,"neg"
"1165","7","ZNF746","AluSq2",10265180,"neg"
"1166","7","ZNF746","AluSq2",10245284,"neg"
"1167","7","ZNF746","AluSq2",10243142,"neg"
"1168","7","ZNF746","AluSq2",10227070,"neg"
"1169","7","ZNF746","AluSq2",10215910,"neg"
"1170","7","ZNF746","AluSq2",10209840,"neg"
"1171","7","ZNF746","AluSq2",10168381,"neg"
"1172","7","ZNF746","AluSq2",10161327,"neg"
"1173","7","ZNF746","AluSq2",10151014,"neg"
"1174","7","ZNF746","AluSq2",10101424,"neg"
"1175","7","ZNF746","AluSq2",10098000,"neg"
"1176","7","ZNF746","AluSq2",10060307,"neg"
"1177","7","ZNF746","AluSq2",10058972,"neg"
"1178","7","ZNF746","AluSq2",10038999,"neg"
"1179","7","ZNF746","AluSq2",10030320,"neg"
"1180","7","ZNF746","AluSq2",10003182,"neg"
"1181","7","ZNF746","AluSq2",10002455,"neg"
"1182","7","ZNF746","AluSq2",9994587,"neg"
"1183","7","ZNF746","AluSq2",9994337,"neg"
"1184","7","ZNF746","AluSq2",9907688,"neg"
"1185","7","ZNF746","AluSq2",9826817,"neg"
"1186","7","ZNF746","AluSq2",9816996,"neg"
"1187","7","ZNF746","AluSq2",9812380,"neg"
"1188","7","ZNF746","AluSq2",9807979,"neg"
"1189","7","ZNF746","AluSq2",9752043,"neg"
"1190","7","ZNF746","AluSq2",9746593,"neg"
"1191","7","ZNF746","AluSq2",9688226,"neg"
"1192","7","ZNF746","AluSq2",9608895,"neg"
"1193","7","ZNF746","AluSq2",135212644,"neg"
"1194","7","ZNF746","AluSq2",9597394,"neg"
"1195","7","ZNF746","AluSq2",9571595,"neg"
"1196","7","ZNF746","AluSq2",9535599,"neg"
"1197","7","ZNF746","AluSq2",9505702,"neg"
"1198","7","ZNF746","AluSq2",9504857,"neg"
"1199","7","ZNF746","AluSq2",9475745,"neg"
"1200","7","ZNF746","AluSq2",9466944,"neg"
"1201","7","ZNF746","AluSq2",9339437,"neg"
"1202","7","ZNF746","AluSq2",9318955,"neg"
"1203","7","ZNF746","X5B_LINE",9251567,"neg"
"1204","7","ZNF746","AluSq2",9235289,"neg"
"1205","7","ZNF746","MER58C",9234442,"neg"
"1206","7","ZNF746","AluSq2",9203731,"neg"
"1207","7","ZNF746","AluSq2",9203329,"neg"
"1208","7","ZNF746","AluSq2",9195796,"neg"
"1209","7","ZNF746","AluSq2",9181125,"neg"
"1210","7","ZNF746","AluSq2",9180172,"neg"
"1211","7","ZNF746","AluSq2",9172887,"neg"
"1212","7","ZNF746","AluSq2",9162013,"neg"
"1213","7","ZNF746","AluSq2",9150129,"neg"
"1214","7","ZNF746","AluSq2",9141652,"neg"
"1215","7","ZNF746","AluSq2",9125641,"neg"
"1216","7","ZNF746","AluSq2",9072872,"neg"
"1217","7","ZNF746","AluSq2",9068544,"neg"
"1218","7","ZNF746","AluSq2",9064564,"neg"
"1219","7","ZNF746","AluSq2",9063811,"neg"
"1220","7","ZNF746","AluSq2",9045629,"neg"
"1221","7","ZNF746","AluSq2",9044338,"neg"
"1222","7","ZNF746","AluSq2",9026973,"neg"
"1223","7","ZNF746","AluSq2",8999456,"neg"
"1224","7","ZNF746","AluSq2",8983780,"neg"
"1225","7","ZNF746","AluSq2",8972862,"neg"
"1226","7","ZNF746","AluSq2",8970451,"neg"
"1227","7","ZNF746","AluSq2",8964967,"neg"
"1228","7","ZNF746","AluSq2",8949763,"neg"
"1229","7","ZNF746","AluSq2",8948911,"neg"
"1230","7","ZNF746","AluSq2",8946213,"neg"
"1231","7","ZNF746","AluSq2",8941311,"neg"
"1232","7","ZNF746","AluSq2",147767226,"neg"
"1233","7","ZNF746","AluSq2",8927220,"neg"
"1234","7","ZNF746","AluSq2",8920851,"neg"
"1235","7","ZNF746","AluSq2",8899891,"neg"
"1236","7","ZNF746","AluSq2",8875878,"neg"
"1237","7","ZNF746","AluSq2",8841996,"neg"
"1238","7","ZNF746","AluSq2",8837221,"neg"
"1239","7","ZNF746","AluSq2",8824247,"neg"
"1240","7","ZNF746","AluSq2",8742602,"neg"
"1241","7","ZNF746","AluSq2",8710400,"neg"
"1242","7","ZNF746","AluSq2",8680056,"neg"
"1243","7","ZNF746","AluSq2",8641893,"neg"
"1244","7","ZNF746","MER101",8608524,"neg"
"1245","7","ZNF746","AluSq2",8597841,"neg"
"1246","7","ZNF746","AluSq2",8552725,"neg"
"1247","7","ZNF746","AluSq2",135104171,"neg"
"1248","7","ZNF746","AluSq2",8439460,"neg"
"1249","7","ZNF746","AluSq2",8429601,"neg"
"1250","7","ZNF746","AluSq2",8388420,"neg"
"1251","7","ZNF746","AluSq2",8308931,"neg"
"1252","7","ZNF746","LTR88c",8285218,"neg"
"1253","7","ZNF746","AluSq2",8228469,"neg"
"1254","7","ZNF746","AluSq2",8216234,"neg"
"1255","7","ZNF746","X7D_LINE",8185645,"neg"
"1256","7","ZNF746","AluSq2",135065941,"neg"
"1257","7","ZNF746","AluSq2",8092643,"neg"
"1258","7","ZNF746","LTR88c",8021293,"neg"
"1259","7","ZNF746","AluSq2",7936935,"neg"
"1260","7","ZNF746","AluSq2",7933473,"neg"
"1261","7","ZNF746","AluSq2",7932580,"neg"
"1262","7","ZNF746","AluSq2",7921668,"neg"
"1263","7","ZNF746","AluSq2",7920688,"neg"
"1264","7","ZNF746","AluSq2",7822115,"neg"
"1265","7","ZNF746","AluSq2",7583118,"neg"
"1266","7","ZNF746","AluSq2",7358882,"neg"
"1267","7","ZNF746","AluSq2",7328286,"neg"
"1268","7","ZNF746","AluSq2",7320838,"neg"
"1269","7","ZNF746","AluSq2",7175964,"neg"
"1270","7","ZNF746","AluSq2",134966237,"neg"
"1271","7","ZNF746","AluSq2",6985030,"neg"
"1272","7","ZNF746","AluSq2",6957168,"neg"
"1273","7","ZNF746","MER58C",6785204,"neg"
"1274","7","ZNF746","MER58C",6597688,"neg"
"1275","7","ZNF746","MER58C",6585677,"neg"
"1276","7","ZNF746","AluSq2",6537748,"neg"
"1277","7","ZNF746","AluSq2",6501412,"neg"
"1278","7","ZNF746","AluSq2",6499896,"neg"
"1279","7","ZNF746","AluSq2",6373114,"neg"
"1280","7","ZNF746","AluSq2",6344132,"neg"
"1281","7","ZNF746","AluSq2",6319663,"neg"
"1282","7","ZNF746","AluSq2",6202160,"neg"
"1283","7","ZNF746","AluSq2",134872245,"neg"
"1284","7","ZNF746","AluSq2",6189849,"neg"
"1285","7","ZNF746","AluSq2",147739708,"neg"
"1286","7","ZNF746","AluSq2",6175046,"neg"
"1287","7","ZNF746","AluSq2",6162901,"neg"
"1288","7","ZNF746","AluSq2",6138566,"neg"
"1289","7","ZNF746","AluSq2",6127743,"neg"
"1290","7","ZNF746","X7D_LINE",6123321,"neg"
"1291","7","ZNF746","AluSq2",6121716,"neg"
"1292","7","ZNF746","LTR14C",6000048,"neg"
"1293","7","ZNF746","AluSq2",5865937,"neg"
"1294","7","ZNF746","AluSq2",5617439,"neg"
"1295","7","ZNF746","AluSq2",5540357,"neg"
"1296","7","ZNF746","AluSq2",5529888,"neg"
"1297","7","ZNF746","AluSq2",5478749,"neg"
"1298","7","ZNF746","LTR88c",5418620,"neg"
"1299","7","ZNF746","LTR58",134783033,"neg"
"1300","7","ZNF746","AluSq2",5247089,"neg"
"1301","7","ZNF746","AluSq2",134777319,"neg"
"1302","7","ZNF746","AluSq2",5147212,"neg"
"1303","7","ZNF746","AluSq2",5083035,"neg"
"1304","7","ZNF746","AluSq2",5033194,"neg"
"1305","7","ZNF746","MER127",4962454,"neg"
"1306","7","ZNF746","AluSq2",4916670,"neg"
"1307","7","ZNF746","HERV16-int",4909482,"neg"
"1308","7","ZNF746","HERV16-int",4907241,"neg"
"1309","7","ZNF746","AluSq2",4747819,"neg"
"1310","7","ZNF746","AluSq2",4713304,"neg"
"1311","7","ZNF746","AluSq2",4602724,"neg"
"1312","7","ZNF746","AluSq2",4551736,"neg"
"1313","7","ZNF746","LTR88c",4512365,"neg"
"1314","7","ZNF746","AluSq2",4427532,"neg"
"1315","7","ZNF746","HERV16-int",4419508,"neg"
"1316","7","ZNF746","HERV16-int",4418874,"neg"
"1317","7","ZNF746","AluSq2",4364807,"neg"
"1318","7","ZNF746","AluSq2",4364751,"neg"
"1319","7","ZNF746","HERV16-int",4347175,"neg"
"1320","7","ZNF746","HERV16-int",4346405,"neg"
"1321","7","ZNF746","HERV16-int",4341910,"neg"
"1322","7","ZNF746","LTR88c",4313353,"neg"
"1323","7","ZNF746","AluSq2",4218018,"neg"
"1324","7","ZNF746","HERV16-int",4151890,"neg"
"1325","7","ZNF746","HERV16-int",4150732,"neg"
"1326","7","ZNF746","AluSq2",3967697,"neg"
"1327","7","ZNF746","AluSq2",134644353,"neg"
"1328","7","ZNF746","AluSq2",3749525,"neg"
"1329","7","ZNF746","AluSq2",3725406,"neg"
"1330","7","ZNF746","MER130",134622291,"neg"
"1331","7","ZNF746","LTR14C",134620433,"neg"
"1332","7","ZNF746","AluSq2",3627465,"neg"
"1333","7","ZNF746","AluSq2",3601584,"neg"
"1334","7","ZNF746","AluSq2",3565213,"neg"
"1335","7","ZNF746","MER58C",3544554,"neg"
"1336","7","ZNF746","MER58C",3543824,"neg"
"1337","7","ZNF746","AluSq2",3463997,"neg"
"1338","7","ZNF746","AluSq2",3459651,"neg"
"1339","7","ZNF746","AluSq2",3415973,"neg"
"1340","7","ZNF746","AluSq2",3316792,"neg"
"1341","7","ZNF746","LTR88c",3285586,"neg"
"1342","7","ZNF746","AluSq2",134545302,"neg"
"1343","7","ZNF746","AluSq2",2884820,"neg"
"1344","7","ZNF746","AluSq2",2853705,"neg"
"1345","7","ZNF746","AluSq2",2810357,"neg"
"1346","7","ZNF746","AluSq2",2809487,"neg"
"1347","7","ZNF746","MER125",2784540,"neg"
"1348","7","ZNF746","AluSq2",2757441,"neg"
"1349","7","ZNF746","AluSq2",2666274,"neg"
"1350","7","ZNF746","AluSq2",2585388,"neg"
"1351","7","ZNF746","AluSq2",2552368,"neg"
"1352","7","ZNF746","AluSq2",2499466,"neg"
"1353","7","ZNF746","AluSq2",2498326,"neg"
"1354","7","ZNF746","MER58C",2436520,"neg"
"1355","7","ZNF746","AluSq2",2348726,"neg"
"1356","7","ZNF746","AluSq2",2274263,"neg"
"1357","7","ZNF746","MER58C",2248309,"neg"
"1358","7","ZNF746","AluSq2",2200602,"neg"
"1359","7","ZNF746","AluSq2",2174359,"neg"
"1360","7","ZNF746","AluSq2",2005869,"neg"
"1361","7","ZNF746","AluSq2",1998191,"neg"
"1362","7","ZNF746","MER125",1829073,"neg"
"1363","7","ZNF746","X7D_LINE",1721296,"neg"
"1364","7","ZNF746","AluSq2",1667498,"neg"
"1365","7","ZNF746","AluSq2",1558222,"neg"
"1366","7","ZNF746","AluSq2",1520324,"neg"
"1367","7","ZNF746","LTR88c",1512622,"neg"
"1368","7","ZNF746","AluSq2",1498141,"neg"
"1369","7","ZNF746","AluSq2",1452707,"neg"
"1370","7","ZNF746","AluSq2",1423563,"neg"
"1371","7","ZNF746","AluSq2",1413174,"neg"
"1372","7","ZNF746","AluSq2",1394013,"neg"
"1373","7","ZNF746","AluSq2",134383462,"neg"
"1374","7","ZNF746","AluSq2",1305369,"neg"
"1375","7","ZNF746","AluSq2",1296275,"neg"
"1376","7","ZNF746","AluSq2",1280154,"neg"
"1377","7","ZNF746","AluSq2",134379148,"neg"
"1378","7","ZNF746","AluSq2",1243247,"neg"
"1379","7","ZNF746","AluSq2",1189554,"neg"
"1380","7","ZNF746","AluSq2",134371036,"neg"
"1381","7","ZNF746","AluSq2",1155426,"neg"
"1382","7","ZNF746","LTR88c",1138489,"neg"
"1383","7","ZNF746","AluSq2",1125995,"neg"
"1384","7","ZNF746","AluSq2",1059392,"neg"
"1385","7","ZNF746","AluSq2",1013655,"neg"
"1386","7","ZNF746","AluSq2",989667,"neg"
"1387","7","ZNF746","LTR88c",970171,"neg"
"1388","7","ZNF746","AluSq2",931383,"neg"
"1389","7","ZNF746","AluSq2",896263,"neg"
"1390","7","ZNF746","AluSq2",895448,"neg"
"1391","7","ZNF746","AluSq2",879654,"neg"
"1392","7","ZNF746","AluSq2",879229,"neg"
"1393","7","ZNF746","AluSq2",873631,"neg"
"1394","7","ZNF746","AluSq2",856659,"neg"
"1395","7","ZNF746","AluSq2",846108,"neg"
"1396","7","ZNF746","AluSq2",827731,"neg"
"1397","7","ZNF746","AluSq2",818921,"neg"
"1398","7","ZNF746","AluSq2",817012,"neg"
"1399","7","ZNF746","AluSq2",815759,"neg"
"1400","7","ZNF746","AluSq2",805426,"neg"
"1401","7","ZNF746","AluSq2",799403,"neg"
"1402","7","ZNF746","AluSq2",795456,"neg"
"1403","7","ZNF746","AluSq2",794846,"neg"
"1404","7","ZNF746","AluSq2",761826,"neg"
"1405","7","ZNF746","AluSq2",732439,"neg"
"1406","7","ZNF746","AluSq2",629565,"neg"
"1407","7","ZNF746","AluSq2",134313894,"neg"
"1408","7","ZNF746","AluSq2",605449,"neg"
"1409","7","ZNF746","MER58C",595907,"neg"
"1410","7","ZNF746","AluSq2",581156,"neg"
"1411","7","ZNF746","AluSq2",542392,"neg"
"1412","7","ZNF746","AluSq2",540361,"neg"
"1413","7","ZNF746","AluSq2",537529,"neg"
"1414","7","ZNF746","AluSq2",520140,"neg"
"1415","7","ZNF746","AluSq2",516637,"neg"
"1416","7","ZNF746","AluSq2",516412,"neg"
"1417","7","ZNF746","AluSq2",507160,"neg"
"1418","7","ZNF746","AluSq2",493226,"neg"
"1419","7","ZNF746","AluSq2",492943,"neg"
"1420","7","ZNF746","AluSq2",492362,"neg"
"1421","7","ZNF746","AluSq2",452976,"neg"
"1422","7","ZNF746","AluSq2",431378,"neg"
"1423","7","ZNF746","AluSq2",422751,"neg"
"1424","7","ZNF746","AluSq2",415463,"neg"
"1425","7","ZNF746","AluSq2",410572,"neg"
"1426","7","ZNF746","AluSq2",382779,"neg"
"1427","7","ZNF746","AluSq2",372470,"neg"
"1428","7","ZNF746","AluSq2",338403,"neg"
"1429","7","ZNF746","AluSq2",335627,"neg"
"1430","7","ZNF746","AluSq2",328963,"neg"
"1431","7","ZNF746","AluSq2",327906,"neg"
"1432","7","ZNF746","AluSq2",296812,"neg"
"1433","7","ZNF746","AluSq2",287258,"neg"
"1434","7","ZNF746","AluSq2",240757,"neg"
"1435","7","ZNF746","AluSq2",212706,"neg"
"1436","7","ZNF746","AluSq2",211939,"neg"
"1437","7","ZNF746","HERV16-int",174344,"neg"
"1438","7","ZNF746","HERV16-int",173810,"neg"
"1439","7","ZNF746","AluSq2",119752,"neg"
"1440","7","ZNF746","AluSq2",72728,"neg"
"1441","7","ZNF746","AluSq2",70897,"neg"
"1442","7","ZNF746","AluSq2",2954,"neg"
"1443","7","ZNF746","MER58C",-7632,"neg"
"1444","7","ZNF746","AluSq2",101977,"neg"
"1445","7","ZNF746","MER58C",119152,"neg"
"1446","7","ZNF746","AluSq2",181409,"neg"
"1447","7","ZNF746","MER101",198291,"neg"
"1448","7","ZNF746","MER101",198656,"neg"
"1449","7","ZNF746","AluSq2",211194,"neg"
"1450","7","ZNF746","AluSq2",220035,"neg"
"1451","7","ZNF746","AluSq2",260574,"neg"
"1452","7","ZNF746","MER67B",384845,"neg"
"1453","7","ZNF746","AluSq2",390908,"neg"
"1454","7","ZNF746","AluSq2",406895,"neg"
"1455","7","ZNF746","AluSq2",410967,"neg"
"1456","7","ZNF746","AluSq2",426276,"neg"
"1457","7","ZNF746","AluSq2",437577,"neg"
"1458","7","ZNF746","AluSq2",496497,"neg"
"1459","7","ZNF746","AluSq2",497023,"neg"
"1460","7","ZNF746","AluSq2",523003,"neg"
"1461","7","ZNF746","AluSq2",559458,"neg"
"1462","7","ZNF746","AluSq2",579064,"neg"
"1463","7","ZNF746","AluSq2",703647,"neg"
"1464","7","ZNF746","AluSq2",777612,"neg"
"1465","7","ZNF746","AluSq2",836917,"neg"
"1466","7","ZNF746","AluSq2",895839,"neg"
"1467","7","ZNF746","HERV16-int",982540,"neg"
"1468","7","ZNF746","HERV16-int",983173,"neg"
"1469","7","ZNF746","LTR14C",1063253,"neg"
"1470","7","ZNF746","AluSq2",1392639,"neg"
"1471","7","ZNF746","AluSq2",1439234,"neg"
"1472","7","ZNF746","AluSq2",1493904,"neg"
"1473","7","ZNF746","AluSq2",1524746,"neg"
"1474","7","ZNF746","AluSq2",1609207,"neg"
"1475","7","ZNF746","AluSq2",1761780,"neg"
"1476","7","ZNF746","AluSq2",1825987,"neg"
"1477","7","ZNF746","AluSq2",1833818,"neg"
"1478","7","ZNF746","MER4B-int",1837429,"neg"
"1479","7","ZNF746","AluSq2",1916119,"neg"
"1480","7","ZNF746","AluSq2",1960389,"neg"
"1481","7","ZNF746","AluSq2",1980820,"neg"
"1482","7","ZNF746","AluSq2",1982868,"neg"
"1483","7","ZNF746","AluSq2",2019260,"neg"
"1484","7","ZNF746","AluSq2",2059766,"neg"
"1485","7","ZNF746","AluSq2",2179365,"neg"
"1486","7","ZNF746","AluSq2",2229112,"neg"
"1487","7","ZNF746","AluSq2",2234879,"neg"
"1488","7","ZNF746","AluSq2",2241617,"neg"
"1489","7","ZNF746","MER127",2394397,"neg"
"1490","7","ZNF746","AluSq2",2451780,"neg"
"1491","7","ZNF746","HERV16-int",2461687,"neg"
"1492","7","ZNF746","HERV16-int",2462022,"neg"
"1493","7","ZNF746","AluSq2",2481654,"neg"
"1494","7","ZNF746","AluSq2",2484308,"neg"
"1495","7","ZNF746","AluSq2",2488905,"neg"
"1496","7","ZNF746","AluSq2",2518930,"neg"
"1497","7","ZNF746","AluSq2",2549366,"neg"
"1498","7","ZNF746","AluSq2",2582857,"neg"
"1499","7","ZNF746","AluSq2",2601131,"neg"
"1500","7","ZNF746","AluSq2",2667858,"neg"
"1501","7","ZNF746","AluSq2",2674591,"neg"
"1502","7","ZNF746","AluSq2",2711061,"neg"
"1503","7","ZNF746","AluSq2",2733000,"neg"
"1504","7","ZNF746","AluSq2",2736285,"neg"
"1505","7","ZNF746","MER58C",2768839,"neg"
"1506","7","ZNF746","AluSq2",2804423,"neg"
"1507","7","ZNF746","AluSq2",2827329,"neg"
"1508","7","ZNF746","AluSq2",2850492,"neg"
"1509","7","ZNF746","AluSq2",2862373,"neg"
"1510","7","ZNF746","AluSq2",2882463,"neg"
"1511","7","ZNF746","AluSq2",2905404,"neg"
"1512","7","ZNF746","AluSq2",2915780,"neg"
"1513","7","ZNF746","AluSq2",2927471,"neg"
"1514","7","ZNF746","AluSq2",2930508,"neg"
"1515","7","ZNF746","AluSq2",2941951,"neg"
"1516","7","ZNF746","AluSq2",2972834,"neg"
"1517","7","ZNF746","AluSq2",2978369,"neg"
"1518","7","ZNF746","AluSq2",2994071,"neg"
"1519","7","ZNF746","AluSq2",2999784,"neg"
"1520","7","ZNF746","AluSq2",3004124,"neg"
"1521","7","ZNF746","AluSq2",3005997,"neg"
"1522","7","ZNF746","AluSq2",3008396,"neg"
"1523","7","ZNF746","AluSq2",3014744,"neg"
"1524","7","ZNF746","AluSq2",3027318,"neg"
"1525","7","ZNF746","AluSq2",3050039,"neg"
"1526","7","ZNF746","AluSq2",3060749,"neg"
"1527","7","ZNF746","AluSq2",3064679,"neg"
"1528","7","ZNF746","AluSq2",3068856,"neg"
"1529","7","ZNF746","AluSq2",3069607,"neg"
"1530","7","ZNF746","AluSq2",3080444,"neg"
"1531","7","ZNF746","AluSq2",3090896,"neg"
"1532","7","ZNF746","AluSq2",3098552,"neg"
"1533","7","ZNF746","AluSq2",3106372,"neg"
"1534","7","ZNF746","AluSq2",3123228,"neg"
"1535","7","ZNF746","AluSq2",3125327,"neg"
"1536","7","ZNF746","AluSq2",3152786,"neg"
"1537","7","ZNF746","AluSq2",3198870,"neg"
"1538","7","ZNF746","AluSq2",3209437,"neg"
"1539","7","ZNF746","AluSq2",3221517,"neg"
"1540","7","ZNF746","AluSq2",3235465,"neg"
"1541","7","ZNF746","AluSq2",3236486,"neg"
"1542","7","ZNF746","AluSq2",3246356,"neg"
"1543","7","ZNF746","AluSq2",3250000,"neg"
"1544","7","ZNF746","AluSq2",3270664,"neg"
"1545","7","ZNF746","AluSq2",3285985,"neg"
"1546","7","ZNF746","AluSq2",3290114,"neg"
"1547","7","ZNF746","AluSq2",3336327,"neg"
"1548","7","ZNF746","AluSq2",3346246,"neg"
"1549","7","ZNF746","MER4B-int",3467625,"neg"
"1550","7","ZNF746","MER4B-int",3468540,"neg"
"1551","7","ZNF746","MER4B-int",3469058,"neg"
"1552","7","ZNF746","MER4B-int",3471175,"neg"
"1553","7","ZNF746","MER4B-int",3471472,"neg"
"1554","7","ZNF746","MER4B-int",3471999,"neg"
"1555","7","ZNF746","MER4B-int",3472164,"neg"
"1556","7","ZNF746","MER4B-int",3472991,"neg"
"1557","7","ZNF746","LTR39-int",3473041,"neg"
"1558","7","ZNF746","MER67B",3525493,"neg"
"1559","7","ZNF746","MER67B",3525659,"neg"
"1560","7","ZNF746","MER67B",3526407,"neg"
"1561","7","ZNF746","MER67B",3526493,"neg"
"1562","7","ZNF746","AluSq2",3544804,"neg"
"1563","7","ZNF746","AluSq2",3552232,"neg"
"1564","7","ZNF746","AluSq2",3584176,"neg"
"1565","7","ZNF746","LTR88c",3600127,"neg"
"1566","7","ZNF746","AluSq2",3625917,"neg"
"1567","7","ZNF746","AluSq2",3737829,"neg"
"1568","7","ZNF746","HERV16-int",3739177,"neg"
"1569","7","ZNF746","AluSq2",3794329,"neg"
"1570","7","ZNF746","LTR88c",3810922,"neg"
"1571","7","ZNF746","AluSq2",3870108,"neg"
"1572","7","ZNF746","AluSq2",3923591,"neg"
"1573","7","ZNF746","AluSq2",3948306,"neg"
"1574","7","ZNF746","AluSq2",4043247,"neg"
"1575","7","ZNF746","AluSq2",4057811,"neg"
"1576","7","ZNF746","HERV16-int",4106866,"neg"
"1577","7","ZNF746","HERV16-int",4107373,"neg"
"1578","7","ZNF746","HERV16-int",4109150,"neg"
"1579","7","ZNF746","HERV16-int",4169359,"neg"
"1580","7","ZNF746","AluSq2",4176126,"neg"
"1581","7","ZNF746","AluSq2",4199318,"neg"
"1582","7","ZNF746","AluSq2",4269573,"neg"
"1583","7","ZNF746","AluSq2",4293598,"neg"
"1584","7","ZNF746","AluSq2",4326583,"neg"
"1585","7","ZNF746","HERVK11D-int",4346445,"neg"
"1586","7","ZNF746","AluSq2",4404730,"neg"
"1587","7","ZNF746","AluSq2",4525669,"neg"
"1588","7","ZNF746","AluSq2",4578345,"neg"
"1589","7","ZNF746","AluSq2",4603823,"neg"
